timestamp,Fx,Fy,Fz,Tx,Ty,Tz
153.273761749268,-0.18375,-0.0602459999999994,-0.646865999999996,0.00116300000000003,0.00448500000000007,0.00051000000000001
153.374332666397,-0.0746430000000018,-0.221104999999998,-2.384776,0.018046,0.0131670000000002,1.1000000000011e-05
153.473947763443,0.439219000000001,-0.141237999999998,-1.934344,0.0130549999999996,0.021612,0.004441
153.573728322983,-0.131295000000001,-0.0782629999999997,-1.44679499999999,0.00909799999999983,0.0097020000000001,0.000484000000000012
153.674311637878,-0.482814999999999,0.294775999999999,-3.192911,0.0153699999999999,0.012135,-0.000486999999999987
153.773936986923,-0.488081000000001,0.0792590000000004,-1.277018,0.00446899999999939,0.00171900000000003,-0.00234200000000001
153.874324560165,-0.499843000000002,0.0782559999999997,-1.687146,0.00798599999999983,0.00426100000000007,-0.00173200000000001
153.974322795868,-0.722329000000002,0.150458,-2.466652,0.0125449999999994,0.005687,-0.00299199999999999
154.074237346649,-1.248644,-0.00924999999999798,-3.39048,0.0227029999999999,0.000944000000000056,-0.00789899999999999
154.174299001694,-2.375307,0.105335,-10.643419,0.0757709999999996,0.0199830000000001,-0.016013
154.274448633194,-3.138116,0.16235,-20.522007,0.150185,0.0581400000000001,-0.022746
154.374771595001,-3.431571,-1.036052,-31.877292,0.259927999999999,0.114575,-0.032191
154.47497344017,-4.241894,-1.883944,-47.499801,0.404029,0.183853,-0.05006
154.575002193451,-2.263513,-11.180909,-45.620607,0.515238,0.181109,-0.097034
154.674854516983,-3.271103,-4.34025,-54.959809,0.49168,0.255352,-0.079079
154.774941205978,-2.012761,0.980664000000001,-60.008214,0.376951,0.263578,-0.040839
154.875214338303,-1.415751,-12.332996,-61.586491,0.658379,0.303336,-0.120982
154.975102424622,-4.528833,-2.543317,-63.672934,0.502994,0.245271,-0.131178
155.075417280197,-1.93471,-12.866779,-67.293557,0.719818,0.334268,-0.158625
155.175414800644,-3.274974,-4.804614,-75.298725,0.650352,0.346518,-0.126837
155.275480270386,-6.118124,-6.00625,-68.271769,0.657589,0.271486,-0.189974
155.375538110733,-0.240031000000002,-5.20909,-64.177895,0.556323,0.359026,-0.121659
155.475789546967,-6.408023,1.956964,-64.413676,0.451766,0.218857,-0.104359
155.575665712357,1.23428,-7.054043,-74.377098,0.686541,0.412427,-0.136167
155.675976276398,-4.466258,3.937298,-65.209384,0.412052,0.278003,-0.115753
155.776128768921,-0.440376000000001,-5.876785,-72.269364,0.639348,0.374301,-0.09345
155.876195430756,-7.179061,2.004825,-70.178743,0.484195,0.249729,-0.117927
155.976455926895,-5.002025,-3.433115,-69.307518,0.597236,0.29623,-0.155838
156.076350450516,-7.328434,-1.699023,-70.53917,0.555295,0.24553,-0.133579
156.176362991333,-7.265331,-3.031264,-73.193976,0.619784999999999,0.295684,-0.167993
156.276311159134,-11.437291,6.220142,-74.744239,0.523085,0.205916,-0.208421
156.376402616501,-7.851575,-5.338048,-74.264788,0.673819,0.315152,-0.154566
156.47644329071,-13.267845,4.122013,-75.145792,0.548047,0.194022,-0.195751
156.576770067215,-7.791906,-4.305911,-69.323024,0.580483999999999,0.273149,-0.170229
156.677198171616,-10.403184,4.258623,-63.99932,0.403517,0.184243,-0.15926
156.776816606522,-5.232406,-4.566531,-67.594813,0.557903,0.25555,-0.181999
156.877046585083,-12.235834,7.801035,-63.623728,0.375519,0.142309,-0.16802
156.976944684982,-5.725953,-4.535892,-62.957728,0.563642,0.276997,-0.164273
157.077183485031,-10.493663,4.469535,-56.398279,0.342618,0.112799,-0.190753
157.177225351334,-5.20948,-0.679233,-62.01391,0.472212,0.202912,-0.115066
157.277354955673,-10.045821,6.328068,-56.01079,0.35642,0.164767,-0.131974
157.377393007278,-2.035526,-6.226858,-45.888854,0.431659,0.239141,-0.115503
157.477371454239,-10.58503,5.826821,-41.655073,0.207452,0.0491270000000001,-0.156165
157.577527761459,-6.434884,-4.819056,-42.015616,0.436801,0.121998,-0.125445
157.677805662155,-4.126054,-0.720838999999998,-43.094984,0.349596,0.188299,-0.163527
157.777816534042,-3.02653,-3.489865,-40.041044,0.389283,0.184644,-0.137725
157.877895832062,-6.024968,-6.40421,-10.85736,0.144028,-0.152192,-0.104036
