timestamp,rb_id,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
280.488344669342,1,-0.99736225605011,-0.279382795095444,0.150269821286201,0.71755439043045,0.26882416009903,-0.630852997303009,0.121958039700985
280.508074760437,1,-0.997354030609131,-0.279392302036285,0.150302812457085,0.717618823051453,0.268453627824783,-0.630868315696716,0.122315369546413
280.547778129578,1,-0.997319996356964,-0.279372692108154,0.150433525443077,0.717740416526794,0.268203943967819,-0.630836069583893,0.12231606990099
280.549089193344,1,-0.997312307357788,-0.27930223941803,0.150612145662308,0.717657625675201,0.268326640129089,-0.630975782871246,0.121810771524906
280.567997217178,1,-0.997297883033752,-0.279231458902359,0.150792047381401,0.717595994472504,0.268681198358536,-0.631042897701263,0.121042437851429
280.588105916977,1,-0.997269630432129,-0.279180765151978,0.150947257876396,0.717623651027679,0.269349992275238,-0.630844116210938,0.120427399873734
280.611874103546,1,-0.997238397598267,-0.279165476560593,0.15105240046978,0.717716574668884,0.269423872232437,-0.630713641643524,0.120391272008419
280.641831636429,1,-0.997223079204559,-0.279161989688873,0.151096284389496,0.717936873435974,0.268928587436676,-0.630618214607239,0.120684683322906
280.647641897202,1,-0.997217655181885,-0.279185473918915,0.151092037558556,0.71831089258194,0.267584770917892,-0.630726039409637,0.120882928371429
280.66809630394,1,-0.997198700904846,-0.279116541147232,0.151180550456047,0.719101309776306,0.265836715698242,-0.630501627922058,0.121210567653179
280.687399625778,1,-0.997149109840393,-0.279100894927979,0.151248157024384,0.719967722892761,0.26328918337822,-0.630498886108398,0.121640548110008
280.707987308502,1,-0.997177541255951,-0.279143005609512,0.151209533214569,0.720627725124359,0.260260552167892,-0.630860686302185,0.12237212061882
280.728498935699,1,-0.99724942445755,-0.279179066419601,0.150894999504089,0.720001757144928,0.256650477647781,-0.632922351360321,0.123033829033375
280.752405405045,1,-0.997249782085419,-0.279222548007965,0.15081213414669,0.719617962837219,0.253450959920883,-0.634634435176849,0.123092845082283
280.76780295372,1,-0.997256994247437,-0.27907931804657,0.151117593050003,0.719422519207001,0.252292335033417,-0.635271310806274,0.123330280184746
280.787940740585,1,-0.997210204601288,-0.279003590345383,0.151359289884567,0.718671023845673,0.252717137336731,-0.635992467403412,0.123124361038208
280.822146654129,1,-0.997142195701599,-0.278841376304626,0.151683881878853,0.718103289604187,0.253403812646866,-0.636294543743134,0.123464278876781
280.830475091934,1,-0.997136294841766,-0.278820723295212,0.151737064123154,0.71731173992157,0.252478957176208,-0.637248575687408,0.125030681490898
280.84814620018,1,-0.997163414955139,-0.278871715068817,0.151673391461372,0.716967284679413,0.248410508036613,-0.638434290885925,0.129042401909828
280.867997169495,1,-0.997180104255676,-0.278802812099457,0.151616469025612,0.717021822929382,0.243635699152946,-0.639165163040161,0.134124204516411
280.906926870346,1,-0.997131884098053,-0.278717696666718,0.151799201965332,0.717689454555511,0.239913880825043,-0.638883948326111,0.138530045747757
280.907850980759,1,-0.99710488319397,-0.278711438179016,0.151801407337189,0.717841386795044,0.236500889062881,-0.639187812805176,0.142162472009659
280.927973985672,1,-0.997059464454651,-0.278647124767303,0.151940733194351,0.718424260616302,0.233108520507812,-0.638975262641907,0.14573161303997
280.948276042938,1,-0.997075259685516,-0.278840810060501,0.151608929038048,0.71784234046936,0.227612212300301,-0.640670299530029,0.149788901209831
