pos_up,pos_side,tip_up,tip_side,full_up,full_side,bt_up,bt_side
-0.0347276321584383,0.19495455353893706,0.02214076720869007,0.006359850500464323,0.0,0.0,-0.014450128133272427,-0.008136723902820803
-0.07120619662704877,0.35693261530628806,0.015002860505506144,-0.011329709650395377,0.0,0.0,-0.029114282959364718,0.0200827055618243
-0.05048393081819562,0.28128801991579244,0.05353403162527892,-0.04324421419623564,0.0,0.0,-0.02462048792444299,0.0189251543925264
-0.040904678431678804,0.3695640167710958,-0.015918913427926284,0.015535777675832446,0.0,0.0,0.010407238071533542,0.00486940672873247
-0.08087207763959628,0.31102947439695855,0.04436521797487859,-0.0291311180884921,0.0,0.0,-0.023058533465098716,0.006073492294526792
-0.06130346731508737,0.20700336991248194,0.0771653581017777,0.01975164488866127,0.0,0.0,-0.026977264867250023,-0.0029670851805231185
-0.02387157203975407,0.19491233817783576,0.1296578925414349,-0.09015577190900126,0.0,0.0,0.0035519938858813854,-0.008172992057018852
-0.07682937172491824,0.3738496799828961,0.04802251884999845,-0.020926254913277195,0.0,0.0,-0.021485567057109127,0.018961709099389212
-0.18296367279438086,0.18418057702236507,0.15588939824409276,0.05000855776497358,0.0,0.0,-0.010982822649789836,-0.008899940547681104
-0.03623014102477867,0.3565627497185813,0.06146509392700292,-0.05846245780806176,0.0,0.0,-0.029670674760187282,0.006478750413283239
0.005435044685995538,0.25715782460233233,0.04566756751891134,-0.0320102411796758,0.0,0.0,-0.009461073619306704,0.021673076210791703
0.13283967733748966,0.22245076065789904,0.005137342516101012,-0.02492745572916282,0.0,0.0,-0.016449787825415035,-0.0018832363279856837
0.042247974247162604,0.26471816386456326,-0.011035352006301777,-0.04755333959490066,0.0,0.0,-0.02551247557274071,0.014301772910086608
-0.04349563162648735,0.2209782961580066,0.050473776681948024,0.012630635367671054,0.0,0.0,-0.00760496546839713,0.012083598476277983
-0.03823591518435624,0.11551138264010588,0.011597551757594131,-0.0854807500867922,0.0,0.0,0.007638421908405316,-0.01724864860500102
-0.10323104231569474,0.24610883392861888,-0.00726639002871373,-0.0007641487064426467,0.0,0.0,-0.05024655229416384,-0.009902912191295965
0.18421329259963704,0.381286883048657,0.021935700049197482,-0.05774608919299414,0.0,0.0,-0.023544455519761087,0.01627727486677119
-0.0038163121441665906,0.3394026970329824,0.052444211141867134,-0.048994461999818884,0.0,0.0,-0.00878178974566754,0.023986143552066574
0.07196116266879327,0.37176211740586756,-0.0037555637100170347,-0.02179333179106111,0.0,0.0,-0.017986900327184002,-0.0167086870759455
0.05391801274047478,0.2539923088658516,0.009308836449633567,-0.047829170708604984,0.0,0.0,-0.00014937892348590442,0.0060101077426882865
0.25714111578422433,0.3269966418411224,0.023789575772335397,-0.03963698115027872,0.0,0.0,-0.002649707012951086,0.02055513555391722
-0.019930798829448676,0.3549798018749485,0.015095066604762203,-0.02097531461707125,0.0,0.0,0.011295479680491022,0.034511038783531844
-0.10807868439990398,0.3976706867869737,0.033533403162605724,-0.029152003532618126,0.0,0.0,-0.0031778153143923876,0.0442009147991498
