file,plate,thickness,diameter,tip_f,rest_full_f,pre_bt_f,plateau,peak_f,tilt_stab_range,tip_cv,full_cv,Tz_tip,Tz_full,tip_radial,full_radial,tip_tilt_rate,full_tilt_rate,anticipation_s,frac_remaining,depth_end_mm,tip_dur,full_dur
Bo10_P2_Force_20251205_B3.3.csv,2,10,3.3,71.57560307692307,85.15939419512196,85.1024318,95.678647,95.678647,12.999332499298276,0.12663591642246222,0.10059336678883675,-0.11308953846153845,-0.17292421739130437,6.846807657116134,7.054517892508633,5.698310978784784,2.0471871741313925,5.6381237301830165,43.197915582948035,1.9979883695769585,1.2383134396087905,4.536964634419027
Bo12_P2_Force_20251205_B3.3.csv,2,10,3.3,73.6439274047619,89.01646793529412,80.04693783333335,99.212839,99.212839,6.790749626666326,0.16156230997268484,0.086824496764015,-0.1755609523809524,-0.18003663402061856,9.106966279471626,6.415402476243405,1.0309212485810006,1.428636221467876,0.02731613179893788,0.0,1.2046094694047327,0.7643415796112822,4.0887263204739215
Bo13_P2_Force_20251205_B3.3.csv,2,10,3.3,70.69897053225806,87.015012772093,68.22994141304348,99.0159145,99.0159145,3.4100124493130153,0.13830761855656043,0.13812769461786828,-0.04859390322580645,-0.18444237394957988,4.430923966985921,7.26677626598972,6.734313013386153,3.085379725845379,0.9889614122884094,56.4178429460212,1.4186444726754788,0.6459460678628992,5.0281967657584286
Bo14_P2_Force_20251205_B3.3.csv,2,10,3.3,41.220256669856454,49.479370283018866,70.99714041666667,87.1380675,87.1380675,0.7444126655968404,0.38641414129416163,0.6162759190830226,0.025370377990430626,-0.037148601092896166,5.5306860642946845,7.2452645932062785,2.8468684529974393,1.1917068649869762,7.5554639922659845,40.05824619929007,0.6836950778960071,4.411322460671114,4.067620240358977
Bo15_P2_Force_20251205_B3.3.csv,2,10,3.3,65.56370917948719,81.05342561711711,58.82621758333334,96.668149,96.668149,7.817585649911649,0.17877452940200406,0.16678739327787295,0.010365487179487189,-0.12657418699186992,8.734894171455693,7.431153634894912,7.308016004648883,1.4542894604979384,0.6100287667636515,13.649945575148589,1.2213714816043664,0.812289327678998,5.1792421571146185
Bo16_P2_Force_20251205_B3.3.csv,2,10,3.3,67.4411833877551,85.97153947692307,75.52146122916666,96.3401665,96.3401665,5.79526486704215,0.187079543698112,0.1043735399126934,-0.0095539387755102,-0.170947301369863,11.04162854092063,12.585685066121469,3.803742871133073,1.8124315383409926,0.09615379201192287,-38.477936023392544,1.1317917923155674,1.0142323021326618,4.6729550920609215
Bo17_P2_Force_20251205_B3.3.csv,2,10,3.3,72.37264017307692,85.78427788114755,62.467553708333334,108.786411,108.786411,1.7297531160583475,0.16810634619871134,0.16359969486037956,-0.09547665384615384,-0.16110591417910447,7.38031914353113,8.806407623546574,3.6872393671597,1.7937504986580985,4.768763054544422,124.32862493574467,1.2173950672150213,0.5410834110347125,5.655237902337433
Bo18_P2_Force_20251205_B3.3.csv,2,10,3.3,63.03477876470589,76.71616212554113,74.17203536956522,87.891328,87.891328,6.8676340725422165,0.20191997221972788,0.12502664024451055,-0.08555391176470586,-0.1764141338582677,6.139348413238487,6.6754001601832265,1.9638391671086546,2.3912179718188007,-0.06993090094822563,14.962148935206177,3.2917841137173056,0.7189594321781416,5.352064262015755
Bo19_P2_Force_20251205_B3.3.csv,2,10,3.3,66.61815682142857,85.08815385398229,83.83828425,92.1150135,92.1150135,4.039959100430082,0.16492214087120446,0.0867020997686387,-0.07288935714285714,-0.181471,8.29220528406213,6.774438509234376,7.788205341279067,1.8210304097009582,-0.07576381662480536,-14.8197742913438,2.3146420717240215,0.2888720681697947,5.284684066981152
Bo1_P2_Force_20251205_B3.3.csv,2,10,3.3,47.62792934615384,61.736412794676795,63.827795374999994,66.6915755,66.6915755,10.908445581432503,0.2014082477798937,0.0889078197414778,0.008334307692307715,-0.008832407665505224,6.280211785220337,7.28419524805731,2.0507621511211243,1.8511913578042423,-0.12459226692719305,-149.9597604656608,0.2917635328406609,1.2128227273213161,8.328053034891708
