file,angle_feed_to_world_up,base_up,base_side,full_up,full_side,dev_full_up,dev_full_side
Bo10_P1_Force_20251205_B3.3.csv,4.538763310522085,0.0928954324682752,0.310308263745205,0.1276230646267135,0.11535371020626792,0.0347276321584383,-0.19495455353893706
Bo11_P1_Force_20251205_B3.3.csv,18.37753936987653,-0.28356494551405675,0.2952726914274748,-0.21235874888700798,-0.06165992387881326,0.07120619662704877,-0.35693261530628806
Bo12_P1_Force_20251205_B3.3.csv,14.266895853039085,0.077007750207904,0.568828822318597,0.12749168102609962,0.28754080240280455,0.05048393081819562,-0.28128801991579244
Bo13_P1_Force_20251205_B3.3.csv,13.337021493847983,-0.18225892671822652,0.4646297363311588,-0.14135424828654772,0.095065719560063,0.040904678431678804,-0.3695640167710958
Bo14_P1_Force_20251205_B3.3.csv,2.734707350542419,0.027532306920539255,0.3705700286906265,0.10840438456013553,0.05954055429366793,0.08087207763959628,-0.31102947439695855
Bo15_P1_Force_20251205_B3.3.csv,2.197218738891486,0.06215853835758793,0.33061401038080096,0.1234620056726753,0.12361064046831902,0.06130346731508737,-0.20700336991248194
Bo17_P1_Force_20251205_B3.3.csv,9.737796564930642,-0.06637653916201125,0.4037045276323921,-0.04250496712225718,0.20879218945455635,0.02387157203975407,-0.19491233817783576
Bo18_P1_Force_20251205_B3.3.csv,4.196180929762549,-0.035525788398035336,0.5154497619535302,0.041303583326882914,0.1416000819706341,0.07682937172491824,-0.3738496799828961
Bo19_P1_Force_20251205_B3.3.csv,26.16986162557506,0.2995745733982782,0.283801262215953,0.48253824619265906,0.09962068519358792,0.18296367279438086,-0.18418057702236507
Bo1_P1_Force_20251205_B3.3.csv,5.360966914568825,0.14193965647501824,0.4183972952768811,0.17816979749979692,0.06183454555829978,0.03623014102477867,-0.3565627497185813
Bo20_P1_Force_20251205_B3.3.csv,1.6796255041753285,0.0658278549449509,0.3406035889772,0.06039281025895536,0.08344576437486768,-0.005435044685995538,-0.25715782460233233
Bo21_P1_Force_20251205_B3.3.csv,8.407831611351575,0.3317034515765914,0.23153932390837004,0.19886377423910176,0.009088563250471008,-0.13283967733748966,-0.22245076065789904
Bo22_P1_Force_20251205_B3.3.csv,15.301983333447524,0.16702986131733039,0.07566273563884038,0.12478188707016778,-0.18905542822572288,-0.042247974247162604,-0.26471816386456326
Bo23_P1_Force_20251205_B3.3.csv,3.512406562578151,-0.02187204763615506,0.25269757424062206,0.021623583990332287,0.03171927808261547,0.04349563162648735,-0.2209782961580066
Bo24_P1_Force_20251205_B3.3.csv,9.107249460920826,0.0035985366946344735,0.05441452163115358,0.041834451878990715,-0.06109686100895229,0.03823591518435624,-0.11551138264010588
Bo25_P1_Force_20251205_B3.3.csv,12.72704462415241,-0.06323719350579003,0.5100672769767413,0.03999384880990471,0.2639584430481224,0.10323104231569474,-0.24610883392861888
Bo2_P1_Force_20251205_B3.3.csv,15.17669292464431,0.5177946121300626,0.42794574391504075,0.3335813195304256,0.04665886086638377,-0.18421329259963704,-0.381286883048657
Bo3_P1_Force_20251205_B3.3.csv,20.78412825757665,0.04404650885350205,0.07637901321176983,0.04786282099766864,-0.2630236838212126,0.0038163121441665906,-0.3394026970329824
Bo4_P1_Force_20251205_B3.3.csv,3.458113851546626,0.20527337647702606,0.45328609153604627,0.1333122138082328,0.0815239741301787,-0.07196116266879327,-0.37176211740586756
Bo5_P1_Force_20251205_B3.3.csv,20.356559746904985,0.19365642658683863,-0.042171560683855205,0.13973841384636385,-0.2961638695497068,-0.05391801274047478,-0.2539923088658516
Bo6_P1_Force_20251205_B3.3.csv,16.26837405199534,0.3059361397856064,0.09942356711127018,0.04879502400138208,-0.22757307472985225,-0.25714111578422433,-0.3269966418411224
Bo7_P1_Force_20251205_B3.3.csv,20.285391444997174,0.0791145275673599,0.060589050715514334,0.09904532639680858,-0.29439075115943414,0.019930798829448676,-0.3549798018749485
Bo8_P1_Force_20251205_B3.3.csv,9.460601877337274,-0.07194023569319631,0.2940459870411949,0.03613844870670767,-0.10362469974577884,0.10807868439990398,-0.3976706867869737
Bo9_P1_Force_20251205_B3.3.csv,14.770142604878597,0.11778556244430845,0.09351333016041229,0.08419974959478786,-0.18078379865780336,-0.033585812849520585,-0.27429712881821566
Bo3_P2_Force_20251205_B5.csv,12.424518452818312,0.12494242961136412,0.2845925562772857,0.18352457530371455,-0.138333251718322,0.05858214569235043,-0.4229258079956077
Bo4_P2_Force_20251205_B5.csv,17.29222272096505,-0.15662090043514532,0.46062245720991263,-0.13655362693277484,0.2140295516120827,0.020067273502370475,-0.24659290559782993
Bo6_P2_Force_20251205_B5.csv,21.31008293826753,-0.002265721742258998,0.0612078482954161,-0.02627454680706211,-0.34174526357675894,-0.024008825064803112,-0.40295311187217503
Bo7_P2_Force_20251205_B5.csv,8.803488174463428,-0.003996760780185075,0.1304915518074378,0.04552967826487391,-0.11910707516644871,0.04952643904505899,-0.24959862697388652
Bo10_P3_Force_20251205_B3.3.csv,11.488077992033848,0.11167090818171295,0.5241592968566143,0.1692110250854881,0.22942632230503743,0.057540116903775154,-0.2947329745515769
Bo11_P3_Force_20251205_B3.3.csv,33.12622874457516,0.38935818408240974,0.44951941579958954,0.5468440938773624,0.1017273971621415,0.1574859097949527,-0.347792018637448
Bo12_P3_Force_20251205_B3.3.csv,26.21606000090277,0.07432846532249404,0.38857607220291634,0.48042566371658757,0.07667877392729422,0.40609719839409353,-0.3118972982756221
Bo13_P3_Force_20251205_B3.3.csv,36.65871410804913,0.49541686643477684,0.500876362954318,0.6718539195241837,0.064506459342627,0.17643705308940688,-0.43636990361169103
Bo14_P3_Force_20251205_B3.3.csv,8.347102956137437,-0.011845770858907721,0.31960717123992066,0.14503879688640933,-0.011450608225934982,0.15688456774531706,-0.33105777946585563
Bo15_P3_Force_20251205_B3.3.csv,10.506220138264917,0.09232731016576559,0.39150341768536423,0.2234990991350215,0.0989631918805634,0.1311717889692559,-0.2925402258048008
Bo16_P3_Force_20251205_B3.3.csv,32.81988418382104,0.2915178877563921,0.41855594663010026,0.5580164311676759,0.09728831013110624,0.26649854341128376,-0.32126763649899404
Bo17_P3_Force_20251205_B3.3.csv,36.275430914474086,0.6184826550295952,0.3178393689848633,0.6349011384742956,0.10402700278752855,0.016418483444700427,-0.21381236619733476
Bo18_P3_Force_20251205_B3.3.csv,40.04536915219828,0.40998216221067485,0.29536502434046835,0.6210154850787494,0.08766514629160095,0.21103332286807452,-0.20769987804886741
Bo19_P3_Force_20251205_B3.3.csv,17.107890957716517,0.10477472388104149,0.6127926277608837,0.27136744672879304,0.2675173795108824,0.16659272284775156,-0.34527524825000133
Bo1_P3_Force_20251205_B3.3.csv,38.35209228264179,0.29514318529529343,0.16229442193911028,0.5493634476420518,0.0838993286453199,0.2542202623467584,-0.07839509329379038
Bo20_P3_Force_20251205_B3.3.csv,35.21659129728795,0.5359610329217461,0.48038202939299474,0.6027300801057951,0.11938391681074222,0.06676904718404897,-0.3609981125822525
Bo2_P3_Force_20251205_B3.3.csv,13.358400008869975,0.15528056101118265,0.5634215937921138,0.17258823240849705,0.283178493893889,0.0173076713973144,-0.28024309989822477
Bo3_P3_Force_20251205_B3.3.csv,20.72431276111025,0.222530833106023,0.15588272118576735,0.30824990761293514,-0.17984355761182816,0.08571907450691213,-0.33572627879759553
Bo4_P3_Force_20251205_B3.3.csv,39.5831356944194,0.8412469679053871,-0.10081353396375062,0.6374051195028331,-0.09643027781900845,-0.20384184840255404,0.004383256144742165
Bo5_P3_Force_20251205_B3.3.csv,8.762288010149963,-0.1400968968388123,0.5796215321913079,-0.06248227272932703,0.2166288008596551,0.07761462410948528,-0.3629927313316528
Bo6_P3_Force_20251205_B3.3.csv,33.38825845452382,0.8170852890165676,-0.030427804608635645,0.5705277520462322,-0.056140788769325746,-0.24655753697033544,-0.0257129841606901
Bo7_P3_Force_20251205_B3.3.csv,23.302420444979678,0.3583995675802636,0.2507499301635826,0.40349216305141977,-0.05249651143569335,0.04509259547115618,-0.30324644159927594
Bo10_P4_Force_20251205_B5.csv,12.678786201486734,0.08309902395258288,0.6739747566053643,0.0488325849817888,0.22106669448145821,-0.03426643897079408,-0.4529080621239061
Bo11_P4_Force_20251205_B5.csv,17.635798268938,0.2076282662306783,0.6320893241262513,0.26205322300095,0.2368676740576457,0.05442495677027173,-0.3952216500686056
Bo12_P4_Force_20251205_B5.csv,0.3542070307555809,0.1894830713951964,0.3718774052699264,0.07958129970497255,0.014586502215258292,-0.10990177169022386,-0.3572909030546681
Bo13_P4_Force_20251205_B5.csv,10.904705012575715,0.27182790477531094,0.28796591420608036,0.2682331268853009,-0.06370362017852019,-0.003594777890010059,-0.3516695343846006
Bo14_P4_Force_20251205_B5.csv,16.87941909751879,0.014259380782681928,0.54091351675061,-0.024418735153514122,0.3060781367793083,-0.03867811593619605,-0.23483537997130166
Bo15_P4_Force_20251205_B5.csv,26.61750157229695,0.7877848100933372,0.3013179153699188,0.4817946095240917,-0.07958303902341783,-0.30599020056924553,-0.38090095439333665
Bo16_P4_Force_20251205_B5.csv,31.096183391306024,0.4543776852831797,-0.3244472622080971,0.4516268129038698,-0.04236530871819729,-0.0027508723793098766,0.28208195348989984
Bo17_P4_Force_20251205_B5.csv,15.57108753350265,0.006772026069379455,0.6625300602246444,0.11129933860348086,0.27080261443774434,0.1045273125341014,-0.3917274457869001
Bo19_P4_Force_20251205_B5.csv,23.888145737765036,0.19232173225902813,0.6865525869721607,0.33601050187313447,0.2955690079193176,0.14368876961410634,-0.3909835790528431
Bo1_P4_Force_20251205_B5.csv,10.291750102166592,0.03070246194280951,0.15956605767014598,-0.01508041933790898,-0.11297198943529535,-0.04578288128071849,-0.27253804710544133
Bo20_P4_Force_20251205_B5.csv,28.031769457853443,0.640987173403018,0.28940876823150363,0.5051284011241581,-0.02382534023628558,-0.1358587722788599,-0.3132341084677892
Bo21_P4_Force_20251205_B5.csv,11.630086099822755,-0.04273215129193721,0.3619604521585896,-0.07741485402292554,0.13456989649658616,-0.03468270273098833,-0.22739055566200342
Bo22_P4_Force_20251205_B5.csv,27.035961695278292,0.7160830810743203,0.011426430103572492,0.46585674157173823,-0.0876398927276979,-0.25022633950258205,-0.0990663228312704
Bo23_P4_Force_20251205_B5.csv,7.904260446544744,0.26715410659873245,0.6075192186213444,0.10463939223711421,0.10674718335337038,-0.16251471436161824,-0.500772035267974
Bo2_P4_Force_20251205_B5.csv,24.676700877126294,0.18458266398008955,0.7376387975052568,0.13851249424646087,0.42391835466092387,-0.04607016973362868,-0.313720442844333
Bo3_P4_Force_20251205_B5.csv,15.074804158984035,-0.0621772793892969,0.4980835909600903,-0.1647695075864075,0.025080751468776197,-0.10259222819711059,-0.4730028394913141
Bo4_P4_Force_20251205_B5.csv,12.713223366995532,0.13433342804910972,0.46089921161944913,0.07207848100268396,0.23198493209778115,-0.06225494704642576,-0.22891427952166798
Bo5_P4_Force_20251205_B5.csv,3.7995151475590156,0.11233388083488077,0.2265238953020425,0.04820146715603611,-0.05221367984883332,-0.06413241367884466,-0.2787375751508758
Bo6_P4_Force_20251205_B5.csv,4.075139049471157,0.11268504961589158,0.31587973832214605,0.02141247351301536,0.05143162469445961,-0.09127257610287623,-0.26444811362768644
