timestamp,Fx,Fy,Fz,Tx,Ty,Tz
202.787098884583,-0.190742999999998,0.198861000000001,-0.73272,-0.00798800000000011,-0.021989,0.00251699999999999
202.887213468552,-0.269666000000001,0.277563000000001,-0.668655000000001,-0.00993399999999989,-0.0254779999999999,0.00394
202.987483739853,-0.490755999999998,0.575128999999997,-0.764595999999997,-0.0147140000000001,-0.0256559999999999,0.012819
203.087500810623,-0.494792999999998,0.170817,-0.916334999999997,-0.00441400000000014,-0.021379,-0.001585
203.159901380539,-0.656268999999998,0.153055000000002,-1.128488,-0.00180699999999989,-0.016821,-0.00462499999999999
203.180689811707,-0.657422,0.284734999999998,-1.123815,-0.00492999999999988,-0.0168820000000001,0.00135099999999999
203.201515436172,-0.741536,0.413736,-1.155771,-0.00772899999999987,-0.0175510000000001,0.00431899999999999
203.222696781158,-0.776004999999998,0.516764000000002,-1.202562,-0.00954699999999997,-0.0169440000000001,0.00750500000000001
203.243785619736,-0.772686,0.577444,-1.236345,-0.0102159999999998,-0.016086,0.009606
203.264947891235,-0.773571999999998,0.640419999999999,-1.214886,-0.0117189999999998,-0.0149049999999999,0.012667
203.285852432251,-0.948122999999999,0.912570000000002,-1.151198,-0.00948499999999974,-0.016983,0.013736
203.307005405426,-0.885279999999998,0.775706999999997,-1.318077,-0.011692,-0.0183819999999999,0.017888
203.327796459198,-0.915229999999998,0.885506999999997,-1.11748,-0.0173579999999998,-0.0224439999999999,0.01907
203.348838090897,-0.995197999999998,1.031822,-1.131391,-0.0207310000000001,-0.0242329999999999,0.023374
203.369896173477,-1.057117,1.051156,-1.102032,-0.0215860000000001,-0.0266679999999999,0.022776
203.390684843063,-1.035259,1.059078,-1.047695,-0.0221369999999999,-0.0295000000000001,0.023189
203.411605358124,-1.051496,1.094227,-0.976770999999999,-0.0234489999999998,-0.031164,0.0243
203.432760238647,-1.084869,1.05576,-0.955784000000001,-0.0232079999999999,-0.0312459999999999,0.023409
203.454118967056,-1.072822,1.057533,-1.03183,-0.022761,-0.030195,0.023494
203.475796699524,-1.026023,0.994860000000003,-1.05168,-0.0222289999999998,-0.0284169999999999,0.021323
203.496609687805,-1.031504,0.942945000000002,-1.07708299999999,-0.0198519999999998,-0.026338,0.020117
203.51765871048,-1.090725,1.091041,-1.045865,-0.0227840000000001,-0.0270029999999999,0.024155
203.538767337799,-1.171104,1.257291,-1.049037,-0.02623,-0.03009,0.029928
203.560009479523,-1.209256,1.348813,-1.028463,-0.0278019999999999,-0.030929,0.032488
203.580805778503,-1.200227,1.250754,-1.051433,-0.0258530000000001,-0.0303020000000001,0.028754
203.601392030716,-1.132214,1.09262,-1.076995,-0.0228999999999999,-0.029148,0.02378
203.622828483582,-1.129411,1.069238,-1.145823,-0.0217939999999999,-0.0257339999999999,0.02374
203.644038438797,-1.168526,1.2282,-1.189663,-0.024572,-0.0239910000000001,0.028386
203.665138483047,-1.517496,1.749134,-2.140524,-0.0250620000000001,-0.02359,0.032557
203.686420440674,-1.66292,1.79576,-2.058014,-0.026141,-0.028843,0.031787
203.707624912262,-1.568565,1.61017,-2.230722,-0.0197599999999998,-0.0286420000000001,0.029254
203.728942155838,-1.409518,1.448528,-2.25609499999999,-0.0181550000000001,-0.02447,0.028193
203.74978017807,-1.336527,1.328233,-2.58912,-0.0127679999999999,-0.0209079999999999,0.025589
203.770577907562,-0.948387999999998,1.13884,-2.366855,-0.00897399999999982,-0.0128729999999999,0.026446
203.791487693787,-1.21395,0.869107999999997,-2.61022,-0.00170899999999996,-0.017015,0.01913
203.812627792358,-1.788389,0.839402999999997,-3.324079,0.00673900000000005,-0.024278,0.012488
203.834397554398,-2.019474,1.006521,-3.99425,0.011968,-0.026554,0.012346
203.855667114258,-2.213955,1.242342,-4.91249,0.0163739999999999,-0.0253969999999999,0.013909
203.87714099884,-2.024101,1.315975,-5.658788,0.0230830000000002,-0.017557,0.017773
203.898205041885,-1.321363,1.178958,-5.370651,0.0228250000000001,-0.00451599999999996,0.024914
203.919711828232,-1.108152,0.844000999999999,-5.570037,0.0315479999999999,0.00107799999999991,0.024404
203.941001415253,-1.377084,0.316836000000002,-6.423046,0.051336,-0.00382599999999989,0.016831
203.962335586548,-1.550879,0.028773000000001,-7.22591,0.067806,-0.00505399999999989,0.015158
